title,original_text,Support,replaced_text,paragraph
"is trump right to review affirmative action policies?
","It is flawed and creates many problems
",1,"Affirmative action is flawed and creates many problems
","The college admission process, and through it affirmative action, is highly flawed and in need of improvement, suggests KC Johnson of City Journal. Focusing on student ethnicity ignores other types of diversity, such as variety of ideals. Additionally, some admissions offices have discriminated against Asian-Americans due to deeply held prejudices. This group scores the highest on SATs but is marginalized to an extent due to quotas. Affirmative action has also been shown to put minority students in academic environments that they weren’t prepared for. Blind adherence to this admissions criteria can be problematic.
"
"has trump had an accomplished presidency so far?
","President Trump has had big legislative triumphs
",1,"President Trump has had big legislative triumphs
","President Trump’s administration has created many public controversies that have served as distractions for hard-hitting legislation being passed in the shadows, asserts David A. Graham of The Atlantic. Some of them were failures themselves but kept the media occupied. LGBT rights, the environment, criminal justice, and financial regulations have all seen legislative changes that will affect the country for decades to come. The president is putting judges in lower courts that will serve their whole lives. With endeavors that have been important to him, Trump has been highly successful, which the media hasn’t covered adequately.
"
"has trump had an accomplished presidency so far?
","Even with broad support he's achieved little
",0,"Even with broad support Trump has achieved little
","President Trump has shown poor leadership and achieved very little of what he sought to since he’s been in the White House, argues Jay Caruso of Red State. The few successes he’s had were handed to him or won’t last beyond his presidency. Repealing Obamacare, such a big part of his campaign, has offered repeated humiliating defeats. Particularly Trump’s flip-flopping nature has made passing legislation so unfruitful. He celebrated the AHCA with the GOP only to heavily criticize it later. With a Republican-led Senate and Congress and with the odds stacked in his favor, Trump has fallen short in making noteworthy accomplishments.
"
is neymar's $260m transfer from barcelona to psg justified?,Neymar's $260m fee shows soccer's insanity,0,Neymar's $260m fee shows soccer's insanity,"Barcelona superstar Neymar’s impeding $260 million transfer to Paris Saint-Germain shows the way soccer reflects how our world distributes wealth upward, suggests Alex Niven of the Independent. Similar to the rising cost of housing, facilitating money flowing from the poor to the rich, soccer’s riches seem to gather at the very top. Private interests have taken over the sport that was once a working class game. Ticket sales, sponsorships, merchandise, and TV deals have all been used to squeeze the maximum possible profits out of soccer. The unbelievable amount of money being spent on Neymar highlights the growing abyss between soccer and its fans."
is neymar's $260m transfer from barcelona to psg justified?,"Neymar's marketing appeal is ultimately priceless
",1,"Neymar's marketing appeal is ultimately priceless
","The fees revolving around Neymar’s upcoming transfer to Paris Saint-Germain (P.S.G.) may be breathtaking, but to the French club’s Qatari owners, he is worth it, argues Rory Smith of the New York Times. The Brazilian hotshot comes with a unique marketing appeal that will cement P.S.G’s emergence as a European heavy-hitter. The club knows that it doesn’t have the history of Manchester United or Real Madrid, but it hopes to create its own dominion in the digital era. Neymar’s social media presence and undying global fandom will bring benefits both in terms of reputation and finance. To P.S.G., having him on their team could be priceless.
"
"does trump's 'merit-based' immigration system make sense?
","Trump's immigration reform is useless
",0,"Trump's immigration reform is useless
","Donald Trump’s proposed RAISE Act, which lowers immigration to the U.S., will hurt the economy in the long term, holds Heather Long of The Washington Post. The change would halve the current amount of immigrants coming into the country. This would hamper economic development as foreign workers have been shown to increase competition and productivity. As the U.S. birthrate is at a historic low, the need for immigrants is growing. With an aging population, new workers that pay taxes subsidize pensions for old people. Trump’s attempt to boost the American economy by lowering immigration will do the opposite.
"
"does trump's 'merit-based' immigration system make sense?
","It protects U.S. workers and spurs the economy
",1,"Trump's immigration reform protects U.S. workers and spurs the economy
","The president’s immigration plan will benefit the U.S. by protecting local jobs and encouraging the right kind of immigration, reports Bridget Johnson. Trump’s primary goal is to ensure that American workers keep their jobs, which has become increasingly difficult as immigration has risen. Next, he plans to promote high-skilled immigration, rewarding those who will be useful to the U.S. economy. The plan also prevents new arrivals from collecting welfare right away, which will ensure that it’s not the primary reason for them coming. This reformation of America’s immigration system will protect local workers while strengthening the economy.
"
"was trump right to help his son with the russia situation?
","Trump wrong to change Don Jr.'s Russia story
",0,"Trump wrong to change Don Jr.'s Russia story
","President Trump’s decision to hide the truth about Donald Trump Junior’s meeting with a Russian lawyer was wrong and begs the question whether he had an ulterior motive, infers David A. Graham. Either Trump is guilty of accusations of collusion with Russia, or he is innocent and highly incompetent. The White House staff strongly advised against covering up the meeting, but the U.S. president decided to do so anyway. He told his son what story to tell the public, which collapsed once Donald Junior released the original email exchange. If he is innocent, he could have been transparent and allowed the truth to be found out.
"
"was trump right to help his son with the russia situation?
","He was simply offering his son some advice
",1,"Trump was simply offering his son some advice
","President Trump did what any other father would have done to protect his son’s reputation, claims White House press secretary Sarah Huckabee Sanders. According to her Democrats have opportunistically seized on this affair to exaggerate theories of allegation with Russia, for which there is still no proof. The story ends after Trump advised his son. Everything was reported to the relevant parties, which is why the press caught on to it. The president didn’t do anything condemnable, but his political opponents are trying to make it appear so. He was offering help to Trump Junior, not doing anything amoral.
"
"is the justice department undoing gay rights?
","Justice Department is eroding gay rights
",1,"Justice Department is eroding gay rights
","The decision by the U.S. Justice Department to argue that gay people aren’t legally protected from discrimination in the workplace is wrong both legally and morally, argues Ría Tabacco Mar in The New York Times. Just like people can no longer be fired for having black partners or sexual harassment being illegal, LGBT work rights aren’t referred to directly, but are a legal right anyway. The Justice Department should have used this opportunity to defend LGBT rights, or at the very least remain neutral while a federal appeals court decides. By arguing against protecting LGBT rights in the workplace, it is jeopardizing the fundamental rights of gay Americans.
"
"is the justice department undoing gay rights?
","Actually, it is acting according to the law
",0,"Actually, Justice department is acting according to the law
","The U.S. Justice Department is correct in acknowledging that the 1964 Civil Rights Act doesn’t mention the protection of LGBT people in the workplace, asserts Danny Cevallos of CNN. While some may disagree with this decision, its reasoning is solid: LGBT and gay people simply aren’t mentioned in the legal framework. It is not motivated by bigoted sentiments but by pure logic. Instead of letting unelected judges make such a significant decision, the Justice Department sought to impose its authority. Perhaps this action will result in legislation that directly refers to and protects the rights of the LGBT community, especially in the workplace."
"is 'atomic blonde' a good movie?
","'Atomic Blonde' is a big success
",1,"Atomic Blonde' is a big success
","Atomic Blonde is a beautifully filmed action movie that excites like no other, holds Todd VanDerWerff of Vox. Charlize Theron delivers a wonderful performance as an elegant and dangerous secret agent, giving us a cool protagonist to root for. The fight scenes are fantastically choreographed and add a distinctive grit to the movie. Good cinematography and directing helps this aspect really flourish, creating a movie that doesn’t pull any punches. Unexpected flashes of humor add a perfect balance to the grim violence. Atomic Blonde doesn’t take itself too seriously, creating a movie that is fun and hugely exciting.
"
"is 'atomic blonde' a good movie?
","Its narrative is messy and disorienting
",0,"Atomic Blonde's narrative is messy and disorienting
","Convoluted and disjointed, Atomic Blonde’s crass action doesn’t make up for a plot that is distinctively uninspiring, writes Graeme Tucckett of Stuff. The narrative tries to do too much, with twists and turns that disorient while making it very hard to be drawn in. Character development is lacking while some of the film’s personalities are ridiculously unbelievable. Fight scenes are the movie’s strong suit, but it relies on them too heavily, drawing them out far too much. The film’s story doesn’t manage to find continuity and feels clunky most of the time. Atomic Blonde’s attempts at depth fall comically short.
"
"what does trump firing scaramucci mean?
","Trump firing Scaramucci shows his savvy
",1,"Trump firing Scaramucci shows his savvy
","Having realized his mistake, Trump firing Scaramucci signals that he is taking control of the White House again to clean things up, infers Michael Goodwin of the New York Post. Brining in John Kelly was a highly intelligent decision that perfectly counters the controversy that has spread recently. The ex-Navy general will balance out Trump’s bombastic character with a more sober approach to politics, cleaning up after Scaramucci’s poorly thought-out actions. Kelly stands out from past presidential appointees, with his no-nonsense demeanor. Trump is showing increased self-awareness in bringing in the right person for the job.
"
"what does trump firing scaramucci mean?
","This reveals the mess inside the White House
",0,"Trump firing Scaramucci reveals the mess inside the White House
","Trump having hired and fired Scaramucci within the span of 10 days is reflective of the chaotic way he has been running the White House since his inauguration, suggests Michelle Babicz of Chicago Now. Slowly but surely he is undoing the presidential stoicism that his predecessors established. The fact that Scaramucci was even hired backfired immensely. His vulgar and provocative tirades were absolutely unheard of for a communications director. But he wasn’t far off from the president’s own posturing and insulting rhetoric. The introduction and firing of Scaramucci wasn’t much out of character for a growingly turbulent White House."
"is football currently too dangerous to play?
","Football must change to protect players' brains
",1,"Football must change to protect players' brains
","The latest scientific findings strongly indicate that playing football at any level can significantly raise the possibility of brain injury, reports The Philadelphia Inquirer. Every year, more evidence that proves football is a dangerous sport gradually piles up. Even in school yards, playing the sport involves the repeated knocks to the head that can lead to permanent injuries. Particularly among kids, regulations and protections are looser. The NFL has denied the link between brain conditions and the sport for years, introducing only superficial improvements. This must change for the well-being of all football players.
"
"is football currently too dangerous to play?
","The data to prove its danger is lacking
",0,"The data to prove football's danger is lacking
","Recent studies published in many news outlets have given an incomplete view of football’s correlation to brain injuries, writes Ben Volin of the Boston Globe. Just last month, a less publicized study found no proof of football causing brain problems. Researchers’ findings have been exaggerated to fit a particular narrative and generate headlines. The fact of the matter is that the needed amount of evidence to definitively link the sport and the condition is still lacking. Football is a contact sport that can be dangerous. However, making grand statements according to incomplete scientific data is not the way forward.
"
"will john kelly be a successful chief of staff?
","Kelly is perfect as chief of staff
",1,"Kelly is perfect as chief of staff
","Appointing John Kelly as chief of staff is a smart move, which will steer the White House in the right direction following the turbulence of Anthony Scaramucci, infers Ryan Lizza of the Washington Post. Kelly managing to edge Scaramucci out demonstrates significant influence on President Trump. This was also reflected during a private briefing in which Kelly told national security officials that he had convinced Trump to abandon the idea of a physical border wall. Instead, he proposed a technological barrier, enforced with fencing and air surveillance. Kelly is a strategist that can tame the U.S. president and improve his image.
"
"will john kelly be a successful chief of staff?
","He lacks the necessary experience
",0,"Kelly lacks the necessary experience
","John Kelly doesn’t have the political experience or skills necessary to persevere as White House chief of staff, holds Albert R. Hunt of Bloomberg. His military background leaves him ill-prepared, lacking the political gamesmanship needed to direct the theatrical Trump administration. Already his upright reputation has been damaged by being complicit in the president’s immigration and deportation policies. Trump has shown that he is willing to drop associates at will. Fluid cooperation between them is not a long-term guarantee. Kelly is not the ideal candidate to handle the fiery position he finds himself in.
"
"is amazon becoming too big?
","Amazon is too big & needs to be broken up
",1,"Amazon is too big & needs to be broken up
","Amazon’s online sales growth hurts competitors and requires new regulations that better understand the way tech giants dominate their markets, writes Steven Pearlstein of the Washington Post. Current laws tackle big businesses that unfairly raise prices on consumers, which Amazon doesn’t do. However, it ravages competition with incredibly low prices while forcing them to use and pay for its services. Brick-and-mortar retailers have had their profits slashed by Amazon’s emergence. Regulators need to better understand Amazon’s business model to stop it from creating an unfair playing field that hampers innovation.
"
"is amazon becoming too big?
","Its success benefits U.S. consumers
",0,"Amazon's success benefits U.S. consumers
","The free market has fostered an equal playing field that encourages constant competition, like that between Amazon and Wal-Mart, to the benefit of consumers, infers the Investor’s Business Daily in an editorial. Critics of Amazon’s growth, that accuse it of creating a monopoly, don’t understand the whole situation. Wal-Mart stands out as a competitor that forces the online retailer to raise its game in order to stay on top. Amazon’s emergence is a gain for consumers. Unless it continues to innovate, it will be outdone by future startups. The free market enables this, giving no one an advantage. Amazon’s achievements have benefited everyone.
"
"was mccain right to stop obamacare repeal?
","McCain hypocritical to veto repeal bill
",0,"McCain hypocritical to veto repeal bill
","John McCain voting against the GOP’s Obamacare ‘skinny’ repeal is dishonest to his party and the people that voted for him, infers John Fund of National Review. He won his Senate election precisely because he pledged to repeal the currently ineffective health care system. McCain has often preached about giving consumers better options with a free-market approach to health care. Voting for the GOP’s bill would have enabled the first steps needed to improve upon flawed Obamacare. McCain ignored his own supporters by pulling the handbrake on constructive health care reform. This not only hurts Republicans, but the country as a whole.
"
"was mccain right to stop obamacare repeal?
","He rightly put the people before party
",1,"McCain rightly put the people before party
","By standing strong against the GOP’s highly damaging health care bill, McCain proved his heroism in putting the interests of the American people before his political career, suggests Jonathan Allen in Roll Call. The Republican effort to undo Obamacare risks tens of millions of citizens losing their health care. A war hero, McCain is proving his sense of honor by following his moral, rather than political, ideology. He knows that the GOP’s bill is highly faulty and refuses to validate it in any way. Perhaps he has even understood that this plan would be bad for his party in the long term. Either way, McCain stood up to his own party to do the right thing.
"
"was trump smart in hiring scaramucci?
","Trump hiring Scaramucci was a huge blunder
",0,"Trump hiring Scaramucci was a huge blunder
","Trump showed his political naiveté by hiring the incompetent Scaramucci based on loyalty and smooth-talking rather than qualifications, argues Tom Krattenmaker for USA Today. Scaramucci showed a major lack of judgement by calling a journalist and laying into his colleagues in a profanity-filled rant. Communications is a craft that involves shaping the media dialogue to one’s benefit, something Scaramucci has disastrously failed at already. Yet he will likely keep his job because Trump doesn’t value competence but fidelity. He blames the media while providing them with the ammunition for their bombshells.
"
"was trump smart in hiring scaramucci?
","Smartly hired as a distraction for the media
",1,"Smartly hired as a distraction for the media
","Scaramucci’s appointment as the White House communications director was smart as it serves as a distraction for the media, infers the Daily Kos. The president's ultimate goal is to aim the press spotlight at topics that don't hold much political weight while bigger issues remain in the shadows. For example, federal protection of LGBT individuals is currently being undone, which has quietly passed under the public's radar. Scaramucci was hired because of his loyalty; he will say anything to keep in the media’s headlines. He is unashamedly arrogant and provocative, going further than Spicer’s stammering feigned ineptitude.
"
"does the russia collusion story still carry weight?
","The evidence suggests Trump colluded
",1,"The evidence suggests Trump colluded
","The president’s behavior has strongly indicated a close relationship with Russia, believes Akbar Shahid Ahmed of the Huffington Post. Over time, the public seems to have forgotten that Trump openly called for Russia to hack Hillary Clinton’s email account, which then happened. Since then, many bits of evidence have emerged, such as his former campaign manager Paul Manafort being in significant debt to Russian entities. A lack of definitive proof of Trump’s dealings does not equate to a lack of evidence. All the information publicly available points towards collusion.
"
"does the russia collusion story still carry weight?
","The anti-Trump media has fueled this story
",0,"The anti-Trump media has fueled the russia collusion story
","The media, which whipped up a storm against the president over alleged ties to Russia, is slowly backing away as it realizes that this theory is collapsing, holds Ed Rogers in the Washington Post. No evidence has emerged that proved the much-talked-about collusion. Stories about Jared Kushner and Donald Trump Junior were blown wildly out of proportion to fit the media’s narrative. The president hasn’t helped himself by getting provoked into responding and lashing out at news outlets. This doesn't change that no evidence has emerged to prove the media's assertions.
"
"is the democrats' 'better deal' a good economic platform?
","Democrats' 'Better Deal' is good economics
",1,"Democrats' 'Better Deal' is good economics
","The Democrats’ proposed economic platform, called A Better Deal, could hold big corporations accountable in a way that will protect American consumers, suggests Chris Sagers of Slate. Large companies merging together allows them to monopolize their industries, which currently happens with far too little oversight. The Better Deal recommends monitoring these companies to ensure that they can’t get an unfair advantage over consumers. In the past, these corporations have taken advantage of far too lenient supervision. Democrats are leading the surge to stop big companies from acquiring too much power.
"
"is the democrats' 'better deal' a good economic platform?
","Its proposals simply aren't thorough enough
",0,"Democrats' 'Better Deal' proposals simply aren't thorough enough
","A Better Deal unveiled by Senate minority leader Chuck Schumer is unambitious in its goals and won’t excite voters, infers Darrel Delamaide of Market Watch. It demonstrates that the Democrats have learned very little from their election defeat, by pushing further bland policies. This approach mirrors Hillary Clinton’s tame pragmatism rather than Bernie Sanders’ authentic idealism. Particularly Medicare for all, which is a major advantage over Republicans, is only alluded to, rather than endorsed. The proposed changes are watered-down and won’t fire up supporters. Democrats need to improve their approach if they want to rise up after past failures.
"
"should trump fire mueller?
","Trump firing Mueller would bury the truth
",0,"Trump firing Mueller would bury the truth
","Partisan politics aside, it is in the interest of the American people to have special counsel Robert Mueller conclude his investigation into Russian interference in the US election, writes Conor Friedersdorf of The Atlantic. Most US citizens have agreed that they want Mueller to continue the probe. The possibility that the US president colluded with a foreign government needs to be looked into with no stone left unturned. It would be an affront to America’s democratic system if it turns out to be true. Firing Mueller and undermining the second investigation into ties with Russia would reflect poorly on Trump and keep the American people from the truth they deserve.
"
"should trump fire mueller?
","The inquiry is flawed and doesn't serve America
",1,"The inquiry is flawed and doesn't serve America
","Special counsel Robert Mueller’s investigation reflects poorly on the president and fuels media criticism against him. Trump should fire him, argues J. Robert Smith of American Thinker. The probe was established based on flawed accusations over Trump’s ties to Russia. It has become a tool for left-leaning news outlets to undermine and attack the president, which they can do as long as this investigation remains inconclusive. The longer the probe goes on, the more Mueller will feel pressure to dig up dirt on the president. America doesn’t need this. The media storm that it causes destabilizes and antagonizes the current political rhetoric. Trump should end the witch-hunt and fire Mueller.
"
"how good is netflix's 'ozark'?
","'Ozark' is a fun show, doing everything right
",1,"Ozark' is a fun show, doing everything right
","Netflix’s latest hit show, Ozark, learns from predecessors in the genre of anti-hero protagonist dramas to present something that is thrilling and accessible, infers Alison Herman of The Ringer. Most importantly, the series doesn’t take itself too seriously, using common themes to create a fun and exciting narrative. It strays from over-ambitiously attempts at profound or revolutionary ideas. Ozark sticks to its guns, doing action and story well. The show hardly attempts to hide its similarities to classics like Breaking Bad; it just goes with it unapologetically. The end result is a diverse plot, relatable characters and an all-round cool story that anyone can get into.
"
"how good is netflix's 'ozark'?
","It relies too much on common Television tropes
",0,"Ozark' relies too much on common Television tropes
","Ozark’s constant use of cliches and lack of an original spark make it frustratingly predictable, argues Todd VanDerWerff of Vox. The lack of gripping elements lays bare the 'white savior complex' that the show creates by putting an urbanite among rednecks. Jason Bateman’s character comes to a suburban community as an outsider and advances their ways of life to an eye-rolling extent. Every major plot point has been seen already, none more than the ‘dilemma’ of rooting for a main character who also does bad things. Ozark is not a head-turner, doing things that audiences have seen before, while sneaking in a subtly elitist message.
"
"is trump's military transgender ban justified?
","Trump's military transgender ban is cruel
",0,"Trump's military transgender ban is cruel
","Trump’s ban of transgender people in the military, besides being amoral, is motivated by politics, not ideology, as a diversion from other scandals surrounding him, suggests David Remnick of the New Yorker. As the public’s opinion of him worsens and the term ‘impeachment’ is thrown around, the president benefits from any distractions. This decision is an insult to thousands of transgender people fighting for their country, ignoring how it will affect them. They will suffer so that Trump can paper over his wrongdoings. The president is showing a lack of class by turning real humans into pawns to give himself a political advantage.
"
"is trump's military transgender ban justified?
","Emotions aside, it makes sense for the army
",1,"Emotions aside, military transgender ban makes sense for the army
","Banning transgender people from the military is not a hateful act but one based on military pragmatism, holds Joseph R. Murray II in USA Today. Evidence shows that transgenders deal with difficulties that can affect them during their military service, a risk to army effectiveness. Through no fault of their own, they face issues of identity and body that can bog them down as soldiers. The military is not the right environment for this kind of self-discovery. Surgeries and hormone treatment would need to be paid for as well. The army cannot afford to employ individuals who are facing atypical difficulties, which could affect their performance as soldiers.
"
"is trump right to stop funding syrian rebels?
","Trump wrong to cut funding for Syrian rebels
",0,"Trump wrong to cut funding for Syrian rebels
","Trump deciding to cut CIA funding for Syrian rebels undermines America’s effort in the country and benefits Russia, asserts Natasha Bertrand of Business Insider. These rebels were the last thing directly standing up to Syrian president Assad, who has killed many of his own people. Trump is backing down from confronting Putin, Assad and the oppression they have enabled. His decision will not only hurt America's standing in the region but its relationship with key local allies as well. Meanwhile Russia can assert its dominance as the main influence in Syria, while the US loses its foothold.
"
"is trump right to stop funding syrian rebels?
","He's right, funds ended up going to terrorists
",1,"Trump is right, funds ended up going to terrorists
","The president’s decision to end funding to Syrian rebels fighting the government is wise, infers Tim Hains of Real Clear Politics. Poor oversight resulted in US funds ending up in the hands of al-Qaeda. Too focused on overthrowing Assad, the program ended up being ineffective, costly and even counterproductive. This is reflective of America’s failed efforts to fund groups in the region that end up being close to extremists. Trump is right to stop this as the downsides by far outweigh the upsides. It's in America's best interest to remove itself from the mess that is the Syrian civil war.
"
"does football cause brain damage?
","Football increases risk of brain damage
",1,"Football increases risk of brain damage
","Football players put themselves under an extremely high risk of having brain problems because of the head injuries they get during their careers, reports the New York Times. C.T.E (chronic traumatic encephalopathy) was extremely widespread in a select study of the brains of ex-NFL players. Individuals that have C.T.E can suffer from memory loss, confusion, depression and dementia. The highly physical way that football is played is a long-term health risk to its players. Not just heavy but also light blows to the head, when numerous, can have severe long-term effects. While the extent of brain damage can be discussed, its existence cannot.
"
"does football cause brain damage?
","There isn't enough evidence to prove this
",0,There isn't enough evidence to prove football cause brain damage,"Given all the current evidence, football causing brain damage is unproven, argues Eric Adelson of Yahoo Sports. Medicine is still not able to diagnose C.T.E in living people, making it hard to measure its prevalence. Football can be dangerous, which doesn't mean it causes brain damage. Health, age, mental and substance abuse factors are significant. No study that accounted for such issues was able to show a direct link between football and C.T.E, holds sports neurologist Jeffrey Kutcher. Public discourse has been swayed by fear but the science is still unclear. Saying the sport causes brain damage is based on incomplete proof.
"
"would the us be better off without sessions?
","Sessions has been harmful and should go
",1,"Sessions has been harmful and should go
","If Trump chooses to fire Jeff Sessions he will halt his damaging policies, while incriminating himself further, argues Trevor Timm of the Guardian. The decision to do so could give special prosecutor Mueller more ammunition over Trump’s alleged collusion with Russia. Crucially though, Sessions has introduced a harmful drug-enforcement campaign, backed excessive immigration policies and removing essential freedoms such as those of whistleblowers. Few candidates for attorney general could outdo Sessions in depressing Americans. Either way, firing him would slow down his policies, giving Democrats valuable time to counter them.
"
"would the us be better off without sessions?
","He has significantly improved the country
",0,"Sessions has significantly improved the country
","Jeff Sessions is the best attorney general the American people and the president could have asked for, holds Katherine Robertson of National Review. He proved his integrity and thorough devotion to following the law when he recused himself from the Russia investigation. The attorney general is a positive influence on both Trump’s cabinet and the Justice department. He has spread justice, punishing sanctuary cities, violent crime and illegal immigrants, while contributing to the improvement of America’s healthcare system. Sessions is a pillar of stability and democracy. He is a big asset to the country as a whole.
"
"how is the war against isis going?
","ISIS is falling as quickly as it emerged
",1,"ISIS is falling as quickly as it emerged
","As ISIS’ capital, Raqqah is predicted to fall by the end of the year, the group is losing its strength and relevance as quickly as they were gained, suggests Siman Cottee of NY Daily News. The caliphate was unique because of its large army, the territory it held, and its surprising victories against overwhelming odds. All of these advantages are gone or will soon be. Together they hugely boosted ISIS' morale. Claiming that Allah was behind its huge successes attracted even more followers. With territory it was able to call itself the only genuine ‘Islamic state.’ Without it, ISIS no longer stands out from other terror groups.
"
"how is the war against isis going?
","Its strong ideology will persevere
",0,"ISIS's strong ideology will persevere
","ISIS may have suffered huge damages to its fighting force and image, but its profound ideological influence and advanced guerrilla tactics will make it incredibly hard to fully eliminate, infers The Strait Times in an editorial. Its territorial losses have been significant but it still holds important parts of both Syria and Iraq. It has highly-trained snipers that can cause immense damage to larger forces on their own. The caliphate's motivational power means it can count on a constant flow of new recruits. Its biggest asset is the ability to lie low and re-emerge. For governments to stomp it out will take not just military victories, but ideological ones too.
"
"how good is christopher nolan's dunkirk?
","Nolan's Dunkirk is a creative triumph
",1,"Nolan's Dunkirk is a creative triumph
","Dunkirk is an exceptionally directed movie that brings forth all of Christopher Nolan’s artistic strengths, holds David Fear of Rolling Stone. It’s unique for a war movie, focusing less on the action and more on the raw human emotion of dealing with imminent death. A cast of the highest quality perfectly displays the drama and variety of emotion that creates an incredibly gripping experience. Nolan shows his ability to go deep, after a series of movies that focused on drama. What brings Dunkirk to life is its personal touch that allows the audience to really feel the despair of its characters. It’s a movie experience like no other.
"
"how good is christopher nolan's dunkirk?
","Too artistic, it's boring and disorienting
",0,"Too artistic, Dunkirk is boring and disorienting
","Nolan’s Dunkirk manages to make one of the most dramatic moments of World War Two seem uneventful and confusing at the same time, argues Matthew Gault of War Is Boring. Divided into separate chapters, the movie creates a disentangled mess that doesn’t allow viewers to follow a narrative or grow close to any of its characters. Its over-reliance on cinematography and Hans Zimmer’s composition becomes tiring and repetitive. Nolan sacrificing plot for his expressionistic depiction of war is disorienting. There’s little to hold onto with too many unanswered questions about the characters, leaving much to be desired.
"
"are police body cameras useful?
","Body cameras don't improve police behaviour
",0,"Body cameras don't improve police behaviour
","Police body cameras have changed very little as officers’ training and legal authority still encourage and justify excessive use of force, asserts German Lopez of Vox. Even when video evidence was available during a trial, officers weren’t convicted for needlessly ending the lives of black men and boys. Current laws allow an officer to use his gun if he feels threatened in any way. This highly lenient policy, coupled with police training that doesn’t encourage de-escalation but taking control of the situation by any means necessary, makes body cameras useless. The problem of police violence runs far deeper than a simple lack of evidence.
"
"are police body cameras useful?
","They make both officers and civilians calmer
",1,"Body cameras make both officers and civilians calmer
","Police body cameras have made interactions between officers and civilians more positive while keeping both of them safer, reports Nick Wing of the Huffington Post. Their introduction resulted in a significant drop in complaints against the police, use-of-force by officers and injuries to either civilians and officers according to certain studies. Both groups stayed calmer knowing that they were being monitored. Most officers saw body cameras as a good thing and were willing to continue wearing them. Statistically, the cameras made the more likely to de-escalate situations. Body cameras have been shown to be a benefit to everyone.
"
"why did trump hire scaramucci?
","Trump hired Scaramucci for his charisma
",1,"Trump hired Scaramucci for his charisma
","By hiring Scaramucci Trump is getting a communication director who is competent, calm under pressure and highly loyal towards the president, reports Zeke J Miller of Time. His smooth attitude already showed an ability to deal with tough questions much better than Sean Spicer. Having this sort of charisma representing him in front of the media will serve the president well. Additionally Scaramucci’s loyalty to Trump, which he stressed many times during his first press conference, makes him a precious ally to have. Most importantly, he will be able to portray the White House in a more positive light.
"
"why did trump hire scaramucci?
","This decision shows Trump is feeling pressure
",0,"Trump hiring Scaramucci shows Trump is feeling pressure
","Trump bringing in Scaramucci reflects that he is losing trust in his White House inner circle while becoming growingly erratic as the backlash against him strengthens, writes T.A. Frank of Vanity Fair. This exposes a rift between Ivanka Trump and Jared Kushner and the president’s other staffers, most notably Sean Spicer who resigned in protest. The media is challenging Trump every day as allegations about Russia pile up. He is feeling the heat and hired to Scaramucci, not based on competence or experience, but loyalty. Choosing him was an uncalculated move away from presidential norms by Trump.
"
"what's holding the millennials back?
","Older generations hold back Millenians
",1,"Older generations hold back Millenians
","Today’s world is run by older generations that hoard jobs and housing, which keeps Millennials down suggests The Economist. Most countries make it difficult to fire and hire people, meaning that getting a foot in the door is harder for those without experience. Those with it manage to hold onto their jobs longer. Homeownership has also been monopolized by older generations. They push for regulation to reduce the construction of new homes, which drives up rent prices. Young people at the beginning of their careers suffer because of this. The way the current job and housing systems work prevents Millenials from kick-starting their success.
"
"what's holding the millennials back?
","Millennials lack the purpose to succeed
",0,"Millennials lack the purpose to succeed
","Millennials' sheltered upbringing hasn't given them the perseverance that is needed in modern jobs, believes Simon Sinek. This is not necessarily due to faults of their own. Overprotective helicopter parents, participation trophies and instant gratification through social media have given them a sheltered sense of the world. Sinek asserts that when they try things and fail, they are more likely to become disillusioned. Social media has encouraged escapism by offering a numbing distraction. Rather than focusing on short-term gains modern businesses should gear themselves towards Millennials' many skills and allow them to bloom.
"
"was scaramucci's comment about sanders' appearance sexist?
","Scaramucci judging Sanders' hair is sexist
",1,"Scaramucci judging Sanders' hair is sexist
","Incoming White House communications director, Anthony Scaramucci commenting on press secretary Sarah Sanders’ hair and makeup reduces her to her appearance and is sexist, argues Casey Suglia of Romper. Women are too often judged for their looks in the workplace. They are perceived differently, even treated worse if they don’t wear makeup. Men aren’t subject to this kind of scrutiny and Scaramucci would probably not have made that comment had he been talking about a male co-worker. His words suggest that he views her performance based on her appearance, which is inappropriate and sexist.
"
"was scaramucci's comment about sanders' appearance sexist?
","His comment has been deeply exaggerated
",0,"Scaramucci's comment has been deeply exaggerated
","Anthony Scaramucci simply gave Sarah Sanders helpful advice to present herself better at her job, which had friendly motivations and was far from sexist, asserts Marisa Schutlz of the New York Post. In their joined press conference they demonstrated unity and solidarity. The comment was also in reference to his own hair and makeup. It was implied that he too was using the makeup artist. Ultimately his words were praising the work of a makeup person and not directly geared towards Sanders. She confirmed that there was no malice in Scaramucci’s remark. The media is blowing its innocent meaning out of proportion.
"
"did trump kill comedy?
","Trump has killed comedy
",1,"Trump has killed comedy
","The bizarreness of President Trump and his administration’s behavior has made parodying them and their actions redundant believes Chris Deaton of The Weekly Standard. Gaffes, blunders and erratic policies have created the comedy, making it impossible to satirize in an original way. Trump’s interaction with those around him has left countless people shocked. Sean Spicer’s press conferences are circuses of absurdity and awkwardness. South Park co-creator Trey Parker even complained that reality is now more ridiculous than anything comedy can cook up. Coming up with ideas that are both funny and original is harder than ever under Donald Trump.
"
